,ic,ev,label
chr19_r_c37881,294,1,NO
chr19_r_c37891,134,0,NO
chr19_r_c37980,56,3,NO
chr19_r_c38014,378,0,NO
chr19_r_c38108,154,0,NO
chr19_r_c38134,84,2,NO
chr19_r_c38325,47,2,NO
chr19_r_c38331,114,0,NO
chr19_r_c38424,56,2,NO
chr19_r_c38479,985,169,YES
chr19_r_c38657,47,0,NO
chr19_r_c38663,553,0,NO
chr19_r_c38685,61,0,NO
chr19_r_c39093,206,2,NO
chr19_r_c39209,523,0,NO
chr19_r_c39239,51,0,NO
chr19_r_c39263,302,1,NO
chr19_r_c39265,47,0,NO
chr19_r_c39266,299,0,NO
chr19_r_c39319,51,0,NO
chr19_r_c39400,334,0,NO
chr19_r_c39478,83,2,NO
chr19_r_c39529,198,1,NO
chr19_r_c39654,79,0,NO
chr19_r_c39760,65,0,NO
chr19_r_c40064,189,1,NO
chr19_r_c40104,98,1,NO
chr19_r_c40321,86,2,NO
chr19_r_c4079,109,1,NO
chr19_r_c40816,76,4,NO
chr19_r_c40865,1303,205,YES
chr19_r_c40943,818,0,NO
chr19_r_c41015,48,0,NO
chr19_r_c4126,257,10,NO
chr19_r_c41992,227,1,NO
chr19_r_c42287,3934,9,NO
chr19_r_c42528,164,0,NO
chr19_r_c42778,130,3,NO
chr19_r_c42850,429,2,NO
chr19_r_c43003,622,3,NO
chr19_r_c43067,72,0,NO
chr19_r_c43255,842,2,NO
chr19_r_c43345,220,1,NO
chr19_r_c43673,55,0,NO
chr19_r_c4394,68,0,NO
chr19_r_c44096,84,0,NO
chr19_r_c44197,755,12,NO
chr19_r_c4434,61,2,NO
chr19_r_c44389,67,0,NO
chr19_r_c44412,131,5,NO
chr19_r_c44434,70,0,NO
chr19_r_c44826,59,13,NO
chr19_r_c45066,428,1,NO
chr19_r_c45560,54,0,NO
chr19_r_c45920,97,1,NO
chr19_r_c46004,52,0,NO
chr19_r_c46080,82,0,NO
chr19_r_c46370,76,0,NO
chr19_r_c46620,1718,1,NO
chr19_r_c47066,332,0,NO
chr19_r_c47300,407,0,NO
chr19_r_c47950,85,3,NO
chr19_r_c4816,93,1,NO
chr19_r_c4823,91,4,NO
chr19_r_c4849,1544,3,NO
chr19_r_c49097,5165,133,YES
chr19_r_c49123,63,2,NO
chr19_r_c49130,92,0,NO
chr19_r_c49339,10153,48,YES
chr19_r_c5013,48,0,NO
chr19_r_c50188,116,0,NO
chr19_r_c50261,249,1,NO
chr19_r_c50706,70,638,YES
chr19_r_c50736,1493,7,NO
chr19_r_c50740,70,3,NO
chr19_r_c50797,386,5,NO
chr19_r_c51081,908,7,NO
chr19_r_c51250,48,0,NO
chr19_r_c51354,303,8,NO
chr19_r_c51565,49,2,NO
chr19_r_c51694,101,0,NO
chr19_r_c51952,81,0,NO
chr19_r_c52209,107,0,NO
chr19_r_c52273,84,7,NO
chr19_r_c52336,88,16,NO
chr19_r_c52338,1470,131,YES
chr19_r_c5245,353,1,NO
chr19_r_c52472,120,0,NO
chr19_r_c52515,227,1,NO
chr19_r_c52806,92,0,NO
chr19_r_c52903,240,0,NO
chr19_r_c52937,61,4,NO
chr19_r_c53348,120,0,NO
chr19_r_c53479,59,0,NO
chr19_r_c53844,65,1,NO
chr19_r_c54008,304,0,NO
chr19_r_c54090,3153,0,NO
chr19_r_c54192,50,4,NO
chr19_r_c5428,65,0,NO
chr19_r_c54372,436,1,NO
chr19_r_c54479,314,0,NO
chr19_r_c54497,67,0,NO
chr19_r_c54642,197,2,NO
chr19_r_c54650,102,1,NO
chr19_r_c54698,54,0,NO
chr19_r_c54865,70,6,NO
chr19_r_c54873,64,0,NO
chr19_r_c54906,212,1,NO
chr19_r_c5503,73,1,NO
chr19_r_c55195,829,0,NO
chr19_r_c55362,54,8,NO
chr19_r_c55685,274,1,NO
chr19_r_c5571,885,0,NO
chr19_r_c55781,73,0,NO
chr19_r_c55806,59,3,NO
chr19_r_c55854,613,0,NO
chr19_r_c55859,622,2,NO
chr19_r_c55864,549,1,NO
chr19_r_c55869,567,1,NO
chr19_r_c55875,596,0,NO
chr19_r_c55884,596,2,NO
chr19_r_c55893,595,2,NO
chr19_r_c55901,563,3,NO
chr19_r_c55910,549,2,NO
chr19_r_c5592,217,0,NO
chr19_r_c55920,61,1,NO
chr19_r_c55921,314,1,NO
chr19_r_c55924,76,2,NO
chr19_r_c56071,368,0,NO
chr19_r_c56259,56,0,NO
chr19_r_c56303,81,4,NO
chr19_r_c56493,48,0,NO
chr19_r_c56706,2473,0,NO
chr19_r_c56710,3527,15,NO
chr19_r_c56726,6899,42,YES
chr19_r_c56752,90,23,YES
chr19_r_c56916,100,1,NO
chr19_r_c57309,79,0,NO
chr19_r_c57454,267,0,NO
chr19_r_c57720,185,0,NO
chr19_r_c57803,175,0,NO
chr19_r_c57856,48,0,NO
chr19_r_c57861,1568,35,YES
chr19_r_c57871,166,0,NO
chr19_r_c58352,67,0,NO
chr19_r_c58414,265,0,NO
chr19_r_c58562,177,6,NO
chr19_r_c58762,105,0,NO
chr19_r_c59211,84,0,NO
chr19_r_c59526,107,0,NO
chr19_r_c59901,87,273,YES
chr19_r_c59956,286,2,NO
chr19_r_c60133,102,0,NO
chr19_r_c60829,75,1,NO
chr19_r_c60950,580,843,YES
chr19_r_c60964,522,833,YES
chr19_r_c60978,73,0,NO
chr19_r_c61639,299,1,NO
chr19_r_c61831,53,0,NO
chr19_r_c61935,97,0,NO
chr19_r_c61940,115,0,NO
chr19_r_c62135,56,0,NO
chr19_r_c62158,52,0,NO
chr19_r_c62408,57,0,NO
chr19_r_c62646,51,0,NO
chr19_r_c62791,160,26,YES
chr19_r_c62952,564,0,NO
chr19_r_c63028,70,0,NO
chr19_r_c63193,481,12,NO
chr19_r_c63338,216,1,NO
chr19_r_c63583,175,4,NO
chr19_r_c63748,49,1,NO
chr19_r_c63874,11456,47,YES
chr19_r_c63961,53,8,NO
chr19_r_c64021,150,0,NO
chr19_r_c64252,139,0,NO
chr19_r_c64468,79,0,NO
chr19_r_c64489,75,0,NO
chr19_r_c64521,395,0,NO
chr19_r_c64810,55,34,YES
chr19_r_c64827,77,0,NO
chr19_r_c64969,191,0,NO
chr19_r_c6604,81,0,NO
chr19_r_c6798,159,0,NO
chr19_r_c7660,54,1,NO
chr19_r_c7710,327,0,NO
chr19_r_c7770,7473,21,YES
chr19_r_c7844,218,0,NO
chr19_r_c8343,613,2,NO
chr19_r_c8889,56,2,NO
chr19_r_c8898,106,0,NO
chr19_r_c9068,143,1,NO
chr19_r_c9243,6947,4618,YES
chr19_r_c9574,101,2,NO
chr19_r_c9733,67,0,NO
chr19_r_c9918,53,0,NO
chr19_r_c9935,55,1,NO
chr2_f_c100032,47,0,NO
chr2_f_c100308,77,0,NO
chr2_f_c100385,50,0,NO
chr2_f_c100435,82,0,NO
chr2_f_c10050,82,0,NO
chr2_f_c100660,75,0,NO
chr2_f_c100667,248,0,NO
chr2_f_c100755,107,0,NO
chr2_f_c100804,92,0,NO
chr2_f_c100821,60,0,NO
chr2_f_c100980,324,0,NO
chr2_f_c100991,63,0,NO
chr2_f_c101038,228,0,NO
chr2_f_c10112,71,0,NO
chr2_f_c101130,58,0,NO
chr2_f_c101276,79,0,NO
chr2_f_c101277,816,10,NO
chr2_f_c101762,58,0,NO
chr2_f_c102105,56,0,NO
chr2_f_c102291,94,1,NO
chr2_f_c102436,100,0,NO
chr2_f_c102505,51,0,NO
chr2_f_c102568,88,2,NO
chr2_f_c102680,620,3,NO
chr2_f_c102738,82,0,NO
chr2_f_c1028,327,431,YES
chr2_f_c102840,662,16,NO
chr2_f_c102900,47,1,NO
chr2_f_c103230,1003,0,NO
chr2_f_c10354,119,5,NO
chr2_f_c103563,11701,471,YES
chr2_f_c103610,7163,1,NO
chr2_f_c104221,79,0,NO
chr2_f_c104268,60,0,NO
chr2_f_c104675,54,5,NO
chr2_f_c104715,68,0,NO
chr2_f_c104807,92,0,NO
chr2_f_c104818,362,1,NO
chr2_f_c104984,49,0,NO
chr2_f_c105010,215,0,NO
chr2_f_c105026,457,1,NO
chr2_f_c105197,182,0,NO
chr2_f_c105262,141,0,NO
chr2_f_c105293,278,2,NO
chr2_f_c105399,87,0,NO
chr2_f_c105430,291,0,NO
chr2_f_c105867,59,1,NO
chr2_f_c1059,148,0,NO
chr2_f_c10592,151,0,NO
chr2_f_c106264,365,2,NO
chr2_f_c106337,869,0,NO
chr2_f_c106375,15915,0,NO
chr2_f_c106828,89,0,NO
chr2_f_c106835,98,0,NO
chr2_f_c106941,57,8,NO
chr2_f_c107004,119,0,NO
chr2_f_c107091,62,2,NO
chr2_f_c10724,60,0,NO
chr2_f_c107428,271,34,YES
chr2_f_c107461,121,1,NO
chr2_f_c107689,48,31,YES
chr2_f_c107893,124,4,NO
chr2_f_c107944,80,1,NO
chr2_f_c108098,85,0,NO
chr2_f_c10812,145,0,NO
chr2_f_c108154,48,0,NO
chr2_f_c108559,393,0,NO
chr2_f_c10876,58,1,NO
chr2_f_c10878,184,0,NO
chr2_f_c108985,63,0,NO
chr2_f_c109364,47,1,NO
chr2_f_c109454,61,0,NO
chr2_f_c109461,57,0,NO
chr2_f_c109497,269,44,YES
chr2_f_c109518,611,0,NO
chr2_f_c109673,57,0,NO
chr2_f_c109694,116,7,NO
chr2_f_c109895,98,2,NO
chr2_f_c110017,48,0,NO
chr2_f_c110337,81,0,NO
chr2_f_c110523,54,0,NO
chr2_f_c110585,68,1,NO
chr2_f_c110693,84,0,NO
chr2_f_c110714,56,1,NO
chr2_f_c110861,205,0,NO
chr2_f_c110909,62,0,NO
chr2_f_c1111,64,1,NO
chr2_f_c111177,54,0,NO
chr2_f_c111306,149,1,NO
chr2_f_c111449,52,0,NO
chr2_f_c111464,109,5,NO
chr2_f_c111466,143,0,NO
chr2_f_c111469,179,0,NO
chr2_f_c11161,56,2,NO
chr2_f_c11172,49,1,NO
chr2_f_c111755,146,151,YES
chr2_f_c111851,49,0,NO
chr2_f_c112144,68,0,NO
chr2_f_c112449,87,1,NO
chr2_f_c112478,55,1,NO
chr2_f_c11260,69,2,NO
chr2_f_c112602,610,0,NO
chr2_f_c112630,87,0,NO
chr2_f_c112646,48,2,NO
chr2_f_c11267,68,0,NO
chr2_f_c112710,551,0,NO
chr2_f_c112738,95,0,NO
chr2_f_c112818,77,3,NO
chr2_f_c113038,248,0,NO
chr2_f_c113077,47,0,NO
chr2_f_c113078,78,0,NO
chr2_f_c113095,145,0,NO
chr2_f_c113126,58,0,NO
chr2_f_c113205,153,0,NO
chr2_f_c113210,69,0,NO
chr2_f_c113661,53,0,NO
chr2_f_c113663,357,0,NO
chr2_f_c113746,786,0,NO
chr2_f_c113780,779,58,YES
chr2_f_c114120,251,0,NO
chr2_f_c114330,67,0,NO
chr2_f_c114478,63,0,NO
chr2_f_c114644,179,0,NO
chr2_f_c114948,259,0,NO
chr2_f_c115028,163,0,NO
chr2_f_c11528,48,0,NO
chr2_f_c115469,52,0,NO
chr2_f_c115500,832,0,NO
chr2_f_c115627,2698,5,NO
chr2_f_c115631,239,0,NO
chr2_f_c115664,206,0,NO
chr2_f_c116174,182,0,NO
chr2_f_c116315,89,0,NO
chr2_f_c11633,78,0,NO
chr2_f_c116419,50,0,NO
chr2_f_c116520,55,0,NO
chr2_f_c116620,75,0,NO
chr2_f_c116745,1683,5,NO
chr2_f_c116775,69,0,NO
chr2_f_c117199,170,0,NO
chr2_f_c117231,62,0,NO
chr2_f_c117458,101,0,NO
chr2_f_c117548,2403,0,NO
chr2_f_c117587,3076,53,YES
chr2_f_c117599,253,3,NO
chr2_f_c117676,327,1,NO
chr2_f_c118022,49,0,NO
chr2_f_c11816,66,1,NO
chr2_f_c118266,62,0,NO
chr2_f_c118333,503,0,NO
chr2_f_c118406,88,0,NO
chr2_f_c118443,60,0,NO
chr2_f_c118500,91,0,NO
chr2_f_c118601,93,0,NO
chr2_f_c118631,59,0,NO
chr2_f_c118635,63,0,NO
chr2_f_c118688,141,0,NO
chr2_f_c118837,48,0,NO
chr2_f_c118911,52,0,NO
chr2_f_c118928,337,0,NO
chr2_f_c119560,51,0,NO
chr2_f_c119902,208,2,NO
chr2_f_c120013,143,9,NO
chr2_f_c120075,96,1,NO
chr2_f_c120317,49,0,NO
chr2_f_c12033,172,1,NO
chr2_f_c120489,98,32,YES
chr2_f_c120657,55,1,NO
chr2_f_c120716,276,8,NO
chr2_f_c120798,61,0,NO
chr2_f_c120927,149,0,NO
chr2_f_c120961,283,0,NO
chr2_f_c121108,3125,25,YES
chr2_f_c121114,3017,12,NO
chr2_f_c121165,1230,24,YES
chr2_f_c121169,1679,2,NO
chr2_f_c121578,78,0,NO
chr2_f_c121772,901,0,NO
chr2_f_c121791,77,0,NO
chr2_f_c121972,157,8,NO
chr2_f_c121999,192,0,NO
chr2_f_c122000,60,0,NO
chr2_f_c122107,1520,0,NO
chr2_f_c122217,73,0,NO
chr2_f_c122250,52,0,NO
chr2_f_c122293,120,0,NO
chr2_f_c122452,50,0,NO
chr2_f_c122479,164,0,NO
chr2_f_c122755,184,0,NO
chr2_f_c123148,1147,7412,YES
chr2_f_c123149,99,2,NO
chr2_f_c123184,49,0,NO
chr2_f_c123596,1545,107,YES
chr2_f_c123706,12200,7,NO
chr2_f_c123708,364,3,NO
chr2_f_c123780,506,26,YES
chr2_f_c123795,50,0,NO
chr2_f_c12395,107,572,YES
chr2_f_c12397,85,1,NO
chr2_f_c124080,678,8,NO
chr2_f_c124107,84,0,NO
chr2_f_c124180,77,1,NO
chr2_f_c124182,200,0,NO
chr2_f_c124421,922,128,YES
chr2_f_c124466,104,4,NO
chr2_f_c124802,529,45,YES
chr2_f_c124877,411,1,NO
chr2_f_c124928,76,0,NO
chr2_f_c125132,48,0,NO
chr2_f_c125159,51,1,NO
chr2_f_c125322,53,0,NO
chr2_f_c125661,73,0,NO
chr2_f_c125791,385,0,NO
chr2_f_c126053,74,0,NO
chr2_f_c126280,98,0,NO
chr2_f_c126401,2980,5133,YES
chr2_f_c126420,69,0,NO
chr2_f_c126452,197,1,NO
chr2_f_c126471,57,0,NO
chr2_f_c126592,63,0,NO
chr2_f_c126636,132,1,NO
chr2_f_c12674,215,0,NO
chr2_f_c126944,53,0,NO
chr2_f_c127167,194,2,NO
chr2_f_c127461,48,0,NO
chr2_f_c127478,196,0,NO
chr2_f_c127579,72,0,NO
chr2_f_c127685,171,3,NO
chr2_f_c127832,136,0,NO
chr2_f_c128251,144,9,NO
chr2_f_c128354,638,1,NO
chr2_f_c128520,53,0,NO
chr2_f_c128585,145,4,NO
chr2_f_c128642,140,0,NO
chr2_f_c129166,50,2,NO
chr2_f_c129175,53,1,NO
chr2_f_c129356,176,0,NO
chr2_f_c12939,83,0,NO
chr2_f_c129443,241,0,NO
chr2_f_c129475,95,0,NO
chr2_f_c129506,91,0,NO
chr2_f_c129510,123,0,NO
chr2_f_c129621,73,0,NO
chr2_f_c129733,68,0,NO
chr2_f_c129844,377,0,NO
chr2_f_c129950,296,14,NO
chr2_f_c130119,311,0,NO
chr2_f_c130346,62,0,NO
chr2_f_c130502,66,1,NO
chr2_f_c130607,170,5,NO
chr2_f_c130678,40729,663,YES
chr2_f_c131073,67,0,NO
chr2_f_c131389,146,2,NO
chr2_f_c131467,81,1,NO
chr2_f_c13159,191,0,NO
chr2_f_c131722,950,3,NO
chr2_f_c131987,82,0,NO
chr2_f_c132024,56,2,NO
chr2_f_c132031,64,0,NO
chr2_f_c132081,53,0,NO
chr2_f_c132105,785,2762,YES
chr2_f_c132162,108,0,NO
chr2_f_c132220,75,1,NO
chr2_f_c132407,468,18,NO
chr2_f_c13243,68,0,NO
chr2_f_c132564,292,0,NO
chr2_f_c132812,208,0,NO
chr2_f_c132836,1280,0,NO
chr2_f_c133022,155,1,NO
chr2_f_c133149,229,2,NO
chr2_f_c133154,71,2,NO
chr2_f_c133180,598,6,NO
chr2_f_c133247,47,2,NO
chr2_f_c133482,151,0,NO
chr2_f_c133486,54,0,NO
chr2_f_c133556,345,0,NO
chr2_f_c133717,113,0,NO
chr2_f_c133719,145,2,NO
chr2_f_c133777,49,2,NO
chr2_f_c133813,235,2,NO
chr2_f_c133983,48,0,NO
chr2_f_c134020,168,0,NO
chr2_f_c134076,56,0,NO
chr2_f_c134083,171,1,NO
chr2_f_c13431,73,0,NO
chr2_f_c134637,84,0,NO
chr2_f_c134781,50,0,NO
chr2_f_c134835,50,1,NO
chr2_f_c134893,77,0,NO
chr2_f_c13490,94,0,NO
chr2_f_c134957,68,0,NO
chr2_f_c135031,661,2,NO
chr2_f_c135049,54,0,NO
chr2_f_c135053,320,0,NO
chr2_f_c135069,75,0,NO
chr2_f_c135209,247,60,YES
chr2_f_c135229,50,0,NO
chr2_f_c135246,179,0,NO
chr2_f_c13554,73,1,NO
chr2_f_c135668,67,0,NO
chr2_f_c135974,129,0,NO
chr2_f_c136044,365,5,NO
chr2_f_c136060,73,1,NO
chr2_f_c136360,327,2,NO
chr2_f_c136395,65,0,NO
chr2_f_c13641,339,212,YES
chr2_f_c136471,58,0,NO
chr2_f_c136590,117,0,NO
chr2_f_c136626,47,0,NO
chr2_f_c136705,76,0,NO
chr2_f_c136889,64,0,NO
chr2_f_c136896,122,0,NO
chr2_f_c136985,181,0,NO
chr2_f_c137050,80,0,NO
chr2_f_c137109,222,1,NO
chr2_f_c137164,91,0,NO
chr2_f_c137174,115,0,NO
chr2_f_c1372,61,0,NO
chr2_f_c137227,81,0,NO
chr2_f_c137451,150,2,NO
chr2_f_c137566,69,0,NO
chr2_f_c137574,91,0,NO
chr2_f_c13769,49,0,NO
chr2_f_c137745,67,0,NO
chr2_f_c137764,108,0,NO
chr2_f_c138477,72,0,NO
chr2_f_c138673,80,0,NO
chr2_f_c138682,91,0,NO
chr2_f_c138731,240,0,NO
chr2_f_c138752,51,3,NO
chr2_f_c138823,72,0,NO
chr2_f_c138970,94,0,NO
chr2_f_c139163,240,1,NO
chr2_f_c139341,179,0,NO
chr2_f_c13941,54,0,NO
chr2_f_c13950,50,1,NO
chr2_f_c139530,2323,28,YES
chr2_f_c139903,272,59,YES
chr2_f_c140618,66,0,NO
chr2_f_c140627,68,1,NO
chr2_f_c140701,76,0,NO
chr2_f_c140858,185,35,YES
chr2_f_c140974,352,0,NO
chr2_f_c141124,132,0,NO
chr2_f_c141128,52,1,NO
chr2_f_c141171,86,0,NO
chr2_f_c141180,158,0,NO
chr2_f_c141233,55,0,NO
chr2_f_c141407,1539,2,NO
chr2_f_c141408,782,3,NO
chr2_f_c141432,6127,7,NO
chr2_f_c141433,1481,1,NO
chr2_f_c141654,56,0,NO
chr2_f_c141710,566,0,NO
chr2_f_c142132,83,5,NO
chr2_f_c142170,66,4,NO
chr2_f_c142215,57,0,NO
chr2_f_c14253,574,0,NO
chr2_f_c14257,60,0,NO
chr2_f_c142682,147,2,NO
chr2_f_c14289,74,0,NO
chr2_f_c142911,143,0,NO
chr2_f_c143128,93,0,NO
chr2_f_c143531,249,0,NO
chr2_f_c143652,47,0,NO
chr2_f_c14378,371,0,NO
chr2_f_c143876,182,0,NO
chr2_f_c143926,58,0,NO
chr2_f_c144192,119,0,NO
chr2_f_c144437,47,0,NO
chr2_f_c144726,103,0,NO
chr2_f_c144758,61,6,NO
chr2_f_c144859,59,0,NO
chr2_f_c144953,628,0,NO
chr2_f_c145033,188,2,NO
chr2_f_c14525,49,0,NO
chr2_f_c145556,64,0,NO
chr2_f_c145623,136,2,NO
chr2_f_c145672,57,0,NO
chr2_f_c14569,103,0,NO
chr2_f_c146101,122,0,NO
chr2_f_c146125,1442,0,NO
chr2_f_c146260,90,58,YES
chr2_f_c146503,101,57,YES
chr2_f_c146611,244,3,NO
chr2_f_c146664,61,0,NO
chr2_f_c146801,93,0,NO
chr2_f_c146903,99,0,NO
chr2_f_c146951,79,0,NO
chr2_f_c146983,56,0,NO
chr2_f_c146996,69,2,NO
chr2_f_c147099,114,5,NO
chr2_f_c147381,93,2,NO
chr2_f_c147383,66,0,NO
chr2_f_c147394,189,3,NO
chr2_f_c148046,127,0,NO
chr2_f_c148056,63,6,NO
chr2_f_c148079,650,0,NO
chr2_f_c148099,134,0,NO
chr2_f_c148243,231,0,NO
chr2_f_c148304,489,16,NO
chr2_f_c14839,114,0,NO
chr2_f_c148392,2821,38,YES
chr2_f_c148569,89,0,NO
chr2_f_c148674,77,2,NO
chr2_f_c148805,15640,214,YES
chr2_f_c148857,131,0,NO
chr2_f_c149001,50,0,NO
chr2_f_c149101,251,0,NO
chr2_f_c149257,79,1,NO
chr2_f_c149410,718,0,NO
chr2_f_c150304,90,0,NO
chr2_f_c150432,49,0,NO
chr2_f_c150469,52,1,NO
chr2_f_c150707,95,0,NO
chr2_f_c150904,355,0,NO
chr2_f_c15102,89,4,NO
chr2_f_c151121,310,0,NO
chr2_f_c15114,70,0,NO
chr2_f_c151316,760,4,NO
chr2_f_c15207,271,701,YES
chr2_f_c15714,642,21,YES
chr2_f_c15736,65,8,NO
chr2_f_c15801,52,0,NO
chr2_f_c1587,116,0,NO
chr2_f_c16100,81,0,NO
chr2_f_c16108,126,0,NO
chr2_f_c16406,127,1,NO
chr2_f_c16422,73,0,NO
chr2_f_c16564,277,0,NO
chr2_f_c17158,53,0,NO
chr2_f_c17286,160,0,NO
chr2_f_c17350,67,1,NO
chr2_f_c17377,113,0,NO
chr2_f_c17472,337,1,NO
chr2_f_c1751,77,0,NO
chr2_f_c17616,101,0,NO
chr2_f_c17861,86,60,YES
chr2_f_c17878,132,1,NO
chr2_f_c18139,98,3,NO
chr2_f_c1817,53,0,NO
chr2_f_c18265,10983,45,YES
chr2_f_c18267,2049,133,YES
chr2_f_c18380,180,1,NO
chr2_f_c18566,80,0,NO
chr2_f_c18916,623,9,NO
chr2_f_c19291,124,0,NO
chr2_f_c19358,64,2,NO
chr2_f_c19410,47,0,NO
chr2_f_c19502,83,0,NO
chr2_f_c19681,67,2,NO
chr2_f_c2018,153,1,NO
chr2_f_c20207,96,0,NO
chr2_f_c20457,1733,5,NO
chr2_f_c20492,79,1,NO
chr2_f_c20503,1365,6,NO
chr2_f_c20508,1776,17,NO
chr2_f_c20627,115,3,NO
chr2_f_c20794,1567,0,NO
chr2_f_c20940,282,0,NO
chr2_f_c21168,71,0,NO
chr2_f_c21495,212,0,NO
chr2_f_c21702,49,0,NO
chr2_f_c21779,51,0,NO
chr2_f_c21892,52,0,NO
chr2_f_c22056,595,1,NO
chr2_f_c22070,93,0,NO
chr2_f_c22082,788,0,NO
chr2_f_c22168,88,0,NO
chr2_f_c22305,121,0,NO
chr2_f_c22533,50,0,NO
chr2_f_c22742,98,5,NO
chr2_f_c230,72,0,NO
chr2_f_c23053,53,0,NO
chr2_f_c23517,48,0,NO
chr2_f_c23679,160,1,NO
chr2_f_c2381,70,1,NO
chr2_f_c23844,247,2,NO
chr2_f_c23888,266,0,NO
chr2_f_c2389,211,1172,YES
chr2_f_c23962,61,0,NO
chr2_f_c24033,66,0,NO
chr2_f_c24073,67,0,NO
chr2_f_c24184,238,1,NO
chr2_f_c24212,4039,0,NO
chr2_f_c24219,192,1,NO
chr2_f_c24276,101,1,NO
chr2_f_c24402,127,0,NO
chr2_f_c24537,50,0,NO
chr2_f_c24761,48,0,NO
chr2_f_c25483,137,0,NO
chr2_f_c25623,1297,0,NO
chr2_f_c25796,64,2,NO
chr2_f_c26042,58,0,NO
chr2_f_c2609,84,0,NO
chr2_f_c26251,177,7,NO
chr2_f_c26350,65,0,NO
chr2_f_c27168,66,0,NO
chr2_f_c27208,69,0,NO
chr2_f_c27332,86,0,NO
chr2_f_c27334,179,4,NO
chr2_f_c2740,63,0,NO
chr2_f_c27520,225,0,NO
chr2_f_c27866,73,0,NO
chr2_f_c2789,473,0,NO
chr2_f_c27895,55,1,NO
chr2_f_c2804,942,17,NO
chr2_f_c28049,57,0,NO
chr2_f_c28058,70,1,NO
chr2_f_c28114,116,0,NO
chr2_f_c28126,61,1,NO
chr2_f_c28147,136,2,NO
chr2_f_c28340,69,0,NO
chr2_f_c28359,58,0,NO
chr2_f_c28428,208,1,NO
chr2_f_c28756,52,0,NO
chr2_f_c28822,549,3,NO
chr2_f_c29017,65,0,NO
chr2_f_c29035,2088,12,NO
chr2_f_c29071,169,29,YES
chr2_f_c29079,133,0,NO
chr2_f_c29326,60,0,NO
chr2_f_c29535,54,6,NO
chr2_f_c29645,51,1,NO
chr2_f_c2972,65,0,NO
chr2_f_c29817,65,1,NO
chr2_f_c29866,149,0,NO
chr2_f_c29871,348,0,NO
chr2_f_c29877,49,4,NO
chr2_f_c3004,77,1,NO
chr2_f_c30046,63,0,NO
chr2_f_c30061,112,582,YES
chr2_f_c30106,318,4,NO
chr2_f_c30309,358,0,NO
chr2_f_c30403,311,2,NO
chr2_f_c30419,61,0,NO
chr2_f_c30431,221,0,NO
chr2_f_c30509,169,0,NO
chr2_f_c30915,152,0,NO
chr2_f_c31186,109,0,NO
chr2_f_c3129,94,0,NO
chr2_f_c31475,47,1,NO
chr2_f_c31648,50,0,NO
chr2_f_c3169,52,0,NO
chr2_f_c3198,2616,0,NO
chr2_f_c32005,170,0,NO
chr2_f_c32027,119,0,NO
chr2_f_c32204,274,1,NO
chr2_f_c32214,283,0,NO
chr2_f_c32254,139,1,NO
chr2_f_c32314,812,0,NO
chr2_f_c32697,117,2,NO
chr2_f_c32748,75,0,NO
chr2_f_c32894,207,3,NO
chr2_f_c33121,56,4,NO
chr2_f_c33295,49,2,NO
chr2_f_c33666,406,0,NO
chr2_f_c3390,50,0,NO
chr2_f_c34065,286,13,NO
chr2_f_c34300,373,0,NO
chr2_f_c34338,112,0,NO
chr2_f_c34480,59,0,NO
chr2_f_c34520,51,2,NO
chr2_f_c34595,65,2,NO
chr2_f_c34726,57,0,NO
chr2_f_c34990,404,7,NO
chr2_f_c35107,70,0,NO
chr2_f_c35213,1664,0,NO
chr2_f_c35296,73,0,NO
chr2_f_c3535,71,0,NO
chr2_f_c35454,73,0,NO
chr2_f_c35455,1802,1,NO
chr2_f_c35457,71,0,NO
chr2_f_c3547,602,3,NO
chr2_f_c35477,74,0,NO
chr2_f_c35516,125,0,NO
chr2_f_c35521,56,0,NO
chr2_f_c35755,80,0,NO
chr2_f_c3582,105,0,NO
chr2_f_c35847,47,0,NO
chr2_f_c35911,404,0,NO
chr2_f_c36207,57,0,NO
chr2_f_c36521,47,0,NO
chr2_f_c36626,112,0,NO
chr2_f_c36633,566,7,NO
chr2_f_c368,47,0,NO
chr2_f_c36820,125,0,NO
chr2_f_c36920,101,1,NO
chr2_f_c36998,401,2,NO
chr2_f_c3718,262,0,NO
chr2_f_c372,57,0,NO
chr2_f_c37246,240,2,NO
chr2_f_c37273,62,0,NO
chr2_f_c37289,63,0,NO
chr2_f_c37344,186,0,NO
chr2_f_c37575,67,0,NO
chr2_f_c37603,932,0,NO
chr2_f_c3762,90,0,NO
chr2_f_c37685,17142,32,YES
chr2_f_c38325,57,0,NO
chr2_f_c3836,76,0,NO
chr2_f_c38493,252,0,NO
chr2_f_c38538,61,0,NO
chr2_f_c38612,113,0,NO
chr2_f_c38643,1310,36,YES
chr2_f_c38878,130,1,NO
chr2_f_c39512,79,0,NO
chr2_f_c39784,549,0,NO
chr2_f_c39867,826,0,NO
chr2_f_c39944,127,0,NO
chr2_f_c40082,338,0,NO
chr2_f_c4011,186,1,NO
chr2_f_c40134,210,7,NO
chr2_f_c40138,92,5,NO
chr2_f_c40149,48,0,NO
chr2_f_c40432,78,0,NO
chr2_f_c40956,56,1,NO
chr2_f_c41087,544,0,NO
chr2_f_c41204,79,2,NO
chr2_f_c41255,57,1,NO
chr2_f_c41314,168,0,NO
chr2_f_c41336,47,0,NO
